OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,,,,,,,
2304,Windpark Abbenhausen-Ringmar,2000,16.3,9,Enercon E-40 (2×),Abbenhausen,DH,52.8203,8.6572,,,,,,,,,
2305,Windpark Abbenhausen-Ringmar,2009,,,Enercon E-70 (6×),Groß Ringmar,,52.8203,8.6572,,,,,,,,,
2306,Windpark Abbenhausen-Ringmar,2016,,,Vestas V112-3.3MW (1×),,,52.8203,8.6572,,,,,,,,,
2307,Windpark Abens Nord,1996,57.75,21,Enercon E-70 (6×),Blersum,WTM,53.6092,7.7519,,2015 Repowering (15× Enercon E-101 statt 25× Enercon E-40/5.40),,,,,,,
2308,Windpark Abens Nord,2007,,,Enercon E-101 (15×),,,53.6092,7.7519,,,,,,,,,
2309,Windpark Abens Nord,2015,,,,,,53.6092,7.7519,,,,,,,,,
2310,Windpark Achim-Bollen,2021,12.6,3,Vestas V150-4.2MW (3×),Bollen,VER,53.0239,8.9486,WP Bollen GmbH,errichtet an der A 1,,,,,,,
2311,Windpark Achim-Borstel,2002,4.95,3,Vestas V66-1.65MW (3×),Borstel,VER,53.0275,9.0733,deag,,,,,,,,
2312,Windpark Achim-Embsen,2003,8,4,Vestas V80-2MW (4×),Embsen,VER,53.0453,9.0522,deag,,,,,,,,
2313,Windpark Achmer-Vinte,2005–2006,20.7,9,Nordex N90/2300 (9×),Achmer,OS,52.3864,7.8861,"SeeBA, wpd, WP Achmer-Vinte",,,,,,,,
2314,Windpark Achmer-Vinte,,,,,Vinte,,52.3864,7.8861,,,,,,,,,
2315,Windpark Achterhörn,1994,3.15,5,Nordex N27/150 (1×),Achterhörn,CLP,53.0036,7.7092,,,,,,,,,
2316,Windpark Achterhörn,1996,,,Enercon E-40/5.40 (3×),,,53.0036,7.7092,,,,,,,,,
2317,Windpark Achterhörn,1999,,,Enercon E-66715.66 (1×),,,53.0036,7.7092,,,,,,,,,
2318,Windpark Aerzen-Reinerbeck,2001,6.3,4,Südwind S70 (2×),Reinerbeck,HM,52.0433,9.2081,EBV,,,,,,,,
2319,Windpark Aerzen-Reinerbeck,2004,,,GE Wind Energy 1.5sl (1×),,,52.0433,9.2081,,,,,,,,,
2320,Windpark Aerzen-Reinerbeck,,,,Enercon E-66/18.70 (1×),,,52.0433,9.2081,,,,,,,,,
2321,Windpark Agathenburg,2001,4.95,9,Euroturbine ET 550/41 (9×),Agathenburg,STD,53.5617,9.5647,,errichtet an der A 26,,,,,,,
2322,Windpark Ahrenswohlde-Wohnste,2001,52,23,Enercon E-82 E2 (3×),Ahrenswohlde,ROW,53.3733,9.4969,AWOMO,Repowering 2012 (20× Enercon E-82 E2 statt 20× Enercon E-40/6.44 und 10× Enercon E-66/18.70),,,,,,,
2323,Windpark Ahrenswohlde-Wohnste,2002,,,Enercon E-82 E2 (20×),Wohnste,STD,53.3733,9.4969,,,,,,,,,
2324,Windpark Ahrenswohlde-Wohnste,2009,,,,,,53.3733,9.4969,,,,,,,,,
2325,Windpark Ahrenswohlde-Wohnste,2011–2012,,,,,,53.3733,9.4969,,,,,,,,,
2326,Windpark Aland,1991,1.2,3,Vestas V25-200kW (1×),Aland,AUR,53.4556,7.2133,,,,,,,,,
2327,Windpark Aland,1997,,,Vestas V39-500kW (2×),,,53.4556,7.2133,,,,,,,,,
2328,Windpark Alfstedt,1994,4.55,4,Enercon E-40/5.40 (3×),Alfstedt,ROW,53.56,9.0547,,2012 Repowering (1× Enercon E-101 statt 1× Tacke TW 600),,,,,,,
2329,Windpark Alfstedt,1997,,,Enercon E-101 (1×),,,53.56,9.0547,,2021 Abbau von 3× Tacke TW 600,,,,,,,
2330,Windpark Alfstedt,2012,,,,,,53.56,9.0547,,,,,,,,,
2331,Windpark Alfstedt,2021,,,,,,53.56,9.0547,,,,,,,,,
2332,Windpark Alfstedt-Ebersdorf,2002,63,18,Enercon E-40/6.44 (5×),Ebersdorf,ROW,53.5425,9.0025,"Energie 3000 Energie- und Umweltgesellschaft, Energiepark Alfstedt",2021 Repowering (4× Enercon E-138 EP3 E2 statt 1× Enercon E-48) sowie Erweiterung in Alfstedt,,,,,,,
2333,Windpark Alfstedt-Ebersdorf,2006,,,Enercon E-48 (1×),,,53.5425,9.0025,,"2022 Havarie an einer der GE Wind Energy 5.3-158, bei der eines der Rotorblätter abknickte",,,,,,,
2334,Windpark Alfstedt-Ebersdorf,2021,,,Enercon E-138 EP3 E2 (4×),,,53.5425,9.0025,,,,,,,,,
2335,Windpark Alfstedt-Ebersdorf,,,,GE Wind Energy 5.3-158 (8×),,,53.5425,9.0025,,,,,,,,,
2336,Windpark Almstedt-Breinum,2002,7.5,5,GE Wind Energy 1.5sl (5×),Almstedt,HI,52.0383,9.9694,EBV,,,,,,,,
2337,Windpark Almstedt-Breinum,,,,,Breinum,,52.0383,9.9694,,,,,,,,,
2338,Windpark Altenbruch,1998–1999,65.6,22,Siemens SWT-3.6-107 (3×),Altenbruch,CUX,53.8186,8.7214,PNE Wind,"Repowering 2016 (11× Nordex N117/3000 und 2×Senvion 3.4M114 statt 15× Nordex N60 und je 1× DeWind D9, AN Bonus 450/37, AN Bonus 41/600, AN Bonus 1000/54 und AN Bonus 1300/62)",,,,,,,
2339,Windpark Altenbruch,2008–2009,,,Vestas V80-2MW (3×),Westerende,,53.8186,8.7214,,,,,,,,,
2340,Windpark Altenbruch,2016,,,Vestas V90-3MW (3×),,,53.8186,8.7214,,,,,,,,,
2341,Windpark Altenbruch,,,,Nordex N117/3000 (11×),,,53.8186,8.7214,,,,,,,,,
2342,Windpark Altenbruch,,,,Senvion 3.4M114 (2×),,,53.8186,8.7214,,,,,,,,,
2343,Windpark Altengamme,1996,14.2,10,AN Bonus 600/44 (2×),Altengamme,HH,53.4556,10.2603,NET OHG,2017 Repowering (6× Senvion MM100 statt 2× AN Bonus 600/44 und 1× Enercon E-40/5.40),,,,,,,
2344,Windpark Altengamme,1997,,,Enercon E-40/5.40 (2×),,,53.4556,10.2603,,,,,,,,,
2345,Windpark Altengamme,2017,,,Senvion MM100 (6×),,,53.4556,10.2603,,,,,,,,,
2346,Windpark Altenmedingen,2021,23.3,6,GE Wind Energy 3.6-137 (5×),Altenmedingen,UE,53.1589,10.6408,Bürgerwind Altenmedingen,"weitere Anlagen in Bau (4× Vestas V162-6.0MW). Derzeit aber Baustopp vom OVG Lüneburg, der aber seitens der Landesregierung aufgehoben wurde",,,,,,,
2347,Windpark Altenmedingen,,,,GE Wind Energy 5.3-158 (1×),,,53.1589,10.6408,,,,,,,,,
2348,Windpark Altfunnixsiel,1994,2.5,5,Enercon E-40/5.40 (4×),Altfunnixsiel,WTM,53.6536,7.82,,,,,,,,,
2349,Windpark Altfunnixsiel,1995,,,Vestas V39-500kW (1×),,,53.6536,7.82,,,,,,,,,
2350,Windpark Altharlingersiel,1990,1.1,3,Enercon E-32 (2×),Altharlingersiel,WTM,53.6789,7.7644,,,,,,,,,
2351,Windpark Altharlingersiel,1995,,,Enercon E-40/5.40 (1×),,,53.6789,7.7644,,,,,,,,,
2352,Windpark Amelinghausen,1997,12.6,5,Enercon E-40/6.44 (1×),Amelinghausen,LG,53.1075,10.1836,BWP Amelinghausen,"2022 Rückbau von 2× Enercon E-40/5.40, Ersatz in Planung (1× Enercon E-138 EP3 E2)",,,,,,,
2353,Windpark Amelinghausen,2017,,,Enercon E-115 (4×),,,53.1075,10.1836,,,,,,,,,
2354,Windpark Amelinghausen,2022,,,,,,53.1075,10.1836,,,,,,,,,
2355,Windpark Anemolter-Steyerberg,1998-1999,34.3,27,Enercon E-40/5.40 (4×),Anemolter,NI,52.5547,9.0506,,"Repowering geplant (9× Enercon E-138 EP3 statt 3× Enercon E-66/15.66, 12× Enercon E-66/20.70, 4× Enercon E-40/6.44 und 4× Enercon E-40/5.40)",,,,,,,
2356,Windpark Anemolter-Steyerberg,2000,,,Enercon E-40/6.44 E1 (3×),Steyerberg,,52.5547,9.0506,,,,,,,,,
2357,Windpark Anemolter-Steyerberg,2004,,,Enercon E-40/6.44 (1×),,,52.5547,9.0506,,,,,,,,,
2358,Windpark Anemolter-Steyerberg,2005,,,Enercon E-53 (2×),,,52.5547,9.0506,,,,,,,,,
2359,Windpark Anemolter-Steyerberg,2010,,,NEG Micon NM60/1000 (2×),,,52.5547,9.0506,,,,,,,,,
2360,Windpark Anemolter-Steyerberg,,,,Enercon E-66/15.66 (3×),,,52.5547,9.0506,,,,,,,,,
2361,Windpark Anemolter-Steyerberg,,,,Enercon E-66/18.70 (11×),,,52.5547,9.0506,,,,,,,,,
2362,Windpark Anemolter-Steyerberg,,,,Enercon E-66/20.70 (1×),,,52.5547,9.0506,,,,,,,,,
2363,Windpark Anstedt,2004,5.8,3,Enercon E-66/18.70 (1×),Anstedt,DH,52.7203,8.7725,,,,,,,,,
2364,Windpark Anstedt,2007,,,Enercon E-70 (2×),,,52.7203,8.7725,,,,,,,,,
2365,Offshore-Windenergieanlagen-Testfeld Anzetel-Wehlens,2014,18,4,Nordex N117/3000 (1×),Wehlens,WHV,53.5831,8.0275,"OTF Anzetel, Pommer & Schwarz, Bioenergie Nord","Testfeld für Offshore-Windkraftanlagen, die beiden Siemens-Anlagen hatten bei deren Errichtung den größten Rotordurchmesser aller Windkraftanlagen in Deutschland (154 m)",,,,,,,
2366,Offshore-Windenergieanlagen-Testfeld Anzetel-Wehlens,,,,Siemens SWT-6.0-154 (2×),,,53.5831,8.0275,,,,,,,,,
2367,Offshore-Windenergieanlagen-Testfeld Anzetel-Wehlens,,,,Vestas V112-3.0MW (1×),,,53.5831,8.0275,,,,,,,,,
2368,Windpark Apelern,2001,1.8,3,Enercon E-40/6.44 E1 (3×),Apelern,SHG,52.2764,9.3331,,errichtet an der A 2,,,,,,,
2369,Windpark Apensen,2001,44.25,23,Vestas V66-1.75MW (19×),Apensen,STD,53.4536,9.59,WKN AG,Repowering (1x Vestas V80/2000 für 1x Vestas V66/1750),,,,,,,
2370,Windpark Apensen,2015,,,Vestas V80-2MW (1×),,,53.4536,9.59,,,,,,,,,
2371,Windpark Apensen,2017,,,Nordex N117/3000 (2×),,,53.4536,9.59,,,,,,,,,
2372,Windpark Apensen,,,,Enercon E-115 (1×),,,53.4536,9.59,,,,,,,,,
2373,Windpark Appeln,2015,11.4,4,GE Wind Energy 2.85-103 (4×),Appeln,CUX,53.4553,8.9181,Energiekontor,,,,,,,,
2374,Windpark Arpke-Oelerse,2000,63,28,AN Bonus 1300/62 (9×),Arpke,H,52.39,10.1333,"WindStrom, Bürgerstrom, Thüga",Repowering 2017 (2× Enercon E-82 E2 und 2× Enercon E-92 statt 4× AN Bonus 1300/62),,,,,,,
2375,Windpark Arpke-Oelerse,2001,,,AN Bonus 2300/82 (5×),Sievershausen,PE,52.39,10.1333,,"und 2018-2019 (2× Vestas V112-3.3MW und 1× Vestas V126-3.3MW statt 4× AN Bonus 1300/62), Erweiterung geplant (3× Vestas V150-5.6MW)",,,,,,,
2376,Windpark Arpke-Oelerse,2005,,,Vestas V80-2MW (1×),Oelerse,,52.39,10.1333,,,,,,,,,
2377,Windpark Arpke-Oelerse,2011,,,Enercon E-70 E4 (1×),,,52.39,10.1333,,,,,,,,,
2378,Windpark Arpke-Oelerse,2017,,,Enercon E-82 E2 (4×),,,52.39,10.1333,,,,,,,,,
2379,Windpark Arpke-Oelerse,2018-2019,,,Enercon E-92 (2×),,,52.39,10.1333,,,,,,,,,
2380,Windpark Arpke-Oelerse,,,,Vestas V112-3.3MW (3×),,,52.39,10.1333,,,,,,,,,
2381,Windpark Arpke-Oelerse,,,,Vestas V126-3.3MW (1×),,,52.39,10.1333,,,,,,,,,
2382,Windpark Arpke-Oelerse,,,,Vestas V136-4.2MW (2×),,,52.39,10.1333,,,,,,,,,
2383,Windpark Artlenburg,2002,7.5,5,REpower MD77 (5×),Artlenburg,LG,53.3525,10.4867,WPD,,,,,,,,
2384,Windpark Astrup,2000,9.2,4,Enercon E-82 E2 (4×),Astrup,VEC,52.7886,8.3033,,2012 Repowering (4× Enercon E-82 E2 statt 4× Enercon E-40 6.44),,,,,,,
2385,Windpark Astrup,2012,,,,,,52.7886,8.3033,,,,,,,,,
2386,Windpark Auetal,2001,3.9,3,Nordex N62/1300 (3×),Klein Holtensen,SHG,52.2536,9.2944,EFI Wind,errichtet entlang der A 2,,,,,,,
2387,Windpark Ausbüttel,2013,8,4,Vestas V80-2MW (4×),Ausbüttel,GF,52.4253,10.5414,Prokon,,,,,,,,
2388,Windpark Badbergen-Dinklage,2002,30.5,19,Südwind S70 (17×),Badbergen,OS,52.6569,8.0375,"SeeBA, EFI Wind,",Repowering geplant (11× Nordex N163/6800 statt 17× Südwind S70),,,,,,,
2389,Windpark Badbergen-Dinklage,2016,,,Nordex N117/2400 (2×),Dinklage,VEC,52.6569,8.0375,,,,,,,,,
2390,Windpark Bagband,2014,39.65,13,Enercon E-101 (13×),Bagband,AUR,53.3578,7.5692,Haus der Windenergie,,,,,,,,
2391,Windpark Bakum,2022,10.35,3,Vestas V126-3.45MW (3×),Bakum,VEC,52.7528,8115,EWE,,,,,,,,
2392,Windpark Bakum-Elmelage,2001,5.4,3,Enercon E-66/18.70 (3×),Bakum,VEC,52.7447,8.2392,WPH,,,,,,,,
2393,Windpark Balje-Hörne,1995,10.6,10,Enercon E-40/5.40 (3×),Hörne,STD,53.8153,9.0706,N.prior energy,,,,,,,,
2394,Windpark Balje-Hörne,2000,,,AN Bonus 1300/62 (7×),,,53.8153,9.0706,,,,,,,,,
2395,Windpark Balkum-Thiene,2007,27.6,12,Nordex N90/2300 (12×),Balkum,OS,52.4553,7.9378,"SeeBA, wpd, WP Balkum-Thiene",,,,,,,,
2396,Windpark Balkum-Thiene,,,,,Thiene,,52.4553,7.9378,,,,,,,,,
2397,Windpark Bankewitz,2022-2023,44,8,GE Wind Energy 5.5-158 (8×),Bankewitz,UE,53.0161,10.8275,WP Bankewitz GmbH & Co. KG,in Bau,,,,,,,
2398,Windpark Bankewitz,,,,,Polau,,53.0161,10.8275,,,,,,,,,
2399,Windpark Barbecke-,1994,61.05,36,AN Bonus 150/30 (1×),Barbecke,PE,52.1717,10.2586,RWE Innogy,Erweiterung geplant (1× Vestas V136-4.2MW),,,,,,,
2400,Lesse,2000,,,Enercon E-40/5.40 (1×),Lesse,SZ,52.1717,10.2586,,Repowering geplant (7× Nordex N149/5700 und 1× Nordex N133/4800 statt 11× Enercon E-66/18.70),,,,,,,
2401,Lesse,2002,,,Enercon E-40/6.44 (1×),Söhlde,HI,52.1717,10.2586,,,,,,,,,
2402,Lesse,2003,,,AN Bonus 1300/62 (2×),,,52.1717,10.2586,,,,,,,,,
2403,Lesse,2009,,,Enercon E-66/18.70 (20×),,,52.1717,10.2586,,,,,,,,,
2404,Lesse,2010,,,Enercon E-70 (1×),,,52.1717,10.2586,,,,,,,,,
2405,Lesse,2012,,,Enercon E-70 E4 (4×),,,52.1717,10.2586,,,,,,,,,
2406,Lesse,,,,Enercon E-82 (5×),,,52.1717,10.2586,,,,,,,,,
2407,Windpark Bardenfleth,2019,27.2,8,Senvion 3.4M114 (8×),Eckfleth,BRA,53.2239,8.4044,Windpark Wehrder GmbH,,,,,,,,
2408,Windpark Bardowick,2017-2018,22,8,GE Wind Energy 2.75-120 (8×),Bardowick,LG,53.3044,10.3503,,errichtet an der A 39,,,,,,,
2409,Windpark Barendorf,2005–2006,6,4,Vestas V82-1.5MW (4×),Barendorf,LG,53.2142,10.5228,wpd,,,,,,,,
2410,Windpark Bargstedt-Ohrensen,2017,29.4,7,Enercon E-126 EP4 (7×),Bargstedt,STD,53.4864,9.4731,,,,,,,,,
2411,Windpark Bargstedt-Ohrensen,,,,,Ohrensen,,53.4864,9.4731,,,,,,,,,
2412,Windpark Barnstorf,1993,9.85,6,Nordex N27/150 (1×),Barnstorf,DH,52.7297,8.5217,"WestWind energy, Landvolk Diepholz",,,,,,,,
2413,Windpark Barnstorf,1995,,,Enercon E-40/5.40 (1×),,,52.7297,8.5217,,,,,,,,,
2414,Windpark Barnstorf,2004,,,Enercon E-82 E2 (4×),,,52.7297,8.5217,,,,,,,,,
2415,Windpark Barnstorf,2013,,,,,,52.7297,8.5217,,,,,,,,,
2416,Windpark Barnstorf-Drentwede,2016,27.6,11,Enercon E-82 E2 (3×),Barnstorf,DH,52.7375,8.5231,,,,,,,,,
2417,Windpark Barnstorf-Drentwede,,,,Enercon E-92 (6×),Drentwede,,52.7375,8.5231,,,,,,,,,
2418,Windpark Barnstorf-Drentwede,,,,Vestas V112-3.3MW (2×),,,52.7375,8.5231,,,,,,,,,
2419,Windpark Barrien,2000,2,4,Enercon E-40/5.40 (4×),Barrien,DH,52.9358,8.8397,,,,,,,,,
2420,Windpark Bartelsdorf,2009,60.5,21,Enercon E-82 (16×),Bartelsdorf,ROW,53.1211,9.5075,RWE Innogy,Erweiterung derzeit in Bau,,,,,,,
2421,Windpark Bartelsdorf,2022,,,Nordex N149/5700 (5×),,,53.1211,9.5075,,,,,,,,,
2422,Windpark Barver Süd,2002,10,5,Vestas V80-2MW (5×),Barver,DH,52.5992,8.5667,Landvolk Diepholz,,,,,,,,
2423,Windpark Basdahl,2004,2.3,4,Vestas V39-500kW (1×),Basdahl,ROW,53.4367,8.9847,,,,,,,,,
2424,Windpark Basdahl,2009,,,Enercon E-40/6.44 (3×),,,53.4367,8.9847,,,,,,,,,
2425,Windpark Bassens,1996–1997,26.4,13,Enercon E-82 (3×),Bassens,FRI,53.6942,7.9283,"Bürger-WP Bassens, Projekt GmbH, Jade Gruppe",Repowering 2015 (10× Siemens SWT-3.0-113 statt 34× AN Bonus 600/44-3),,,,,,,
2426,Windpark Bassens,2006,,,Siemens SWT-3.0-113 (10×),Funnens,,53.6942,7.9283,,,,,,,,,
2427,Windpark Bassens,2014–2015,,,,Grimmens,,53.6942,7.9283,,,,,,,,,
2428,Windpark Bassum-Sudwalde,2001,98.7,20,Enercon E-70 (3×),Albringhausen,DH,52.7944,8.8106,"Windwärts,Westwind energy",Repowering im Gange (10× Enercon E-160 EP5 E3 statt 13× Enron Wind 1.5s).,,,,,,,
2429,Windpark Bassum-Sudwalde,2005,,,GE Wind Energy 5.3-158 (7×),Sudwalde,,52.7944,8.8106,,,,,,,,,
2430,Windpark Bassum-Sudwalde,2020-2021,,,Enercon E-160 EP5 E3 (10×),,,52.7944,8.8106,,,,,,,,,
2431,Windpark Bassum-Sudwalde,2022,,,,,,52.7944,8.8106,,,,,,,,,
2432,Windpark Beckedorf-Riepen,2006,11.8,7,Enercon E-48 (2×),Beckedorf,SHG,52.3589,9.3172,,,,,,,,,
2433,Windpark Beckedorf-Riepen,2011,,,Enercon E-53 (1×),Riepen,,52.3589,9.3172,,,,,,,,,
2434,Windpark Beckedorf-Riepen,2017,,,Enercon E-92 (4×),,,52.3589,9.3172,,,,,,,,,
2435,Windpark Beedenbostel,2002,18,6,Siemens SWT-3.0-113 (5×),Beedenbostel,CE,52.6556,10275,deag,Repowering 2017 (5× Siemens SWT-3.0-113 statt 5× Vestas V66-1.65MW),,,,,,,
2436,Windpark Beedenbostel,2017,,,,,,52.6556,10275,,,,,,,,,
2437,Windpark Belum,2004,16,8,AN Bonus 2000/76 (8×),Belum,CUX,53.7994,8.9906,wpd,Bis 2016 mit 1x HSW30 in der Nähe,,,,,,,
2438,Windpark Bad Bentheim,2001,22.3,9,Enercon E-40/6.44 (1×),Waldseite,NOH,52.3275,7.0978,"EnergieEnergiequellequelle, wpd",errichtet an der A 30,,,,,,,
2439,Windpark Bad Bentheim,2016-2017,,,Enron Wind 1.5sl (3×),,,52.3275,7.0978,,,,,,,,,
2440,Windpark Bad Bentheim,,,,Vestas V80-2MW (2×),,,52.3275,7.0978,,,,,,,,,
2441,Windpark Bad Bentheim,,,,Vestas V112-3.3MW (1×),,,52.3275,7.0978,,,,,,,,,
2442,Windpark Bad Bentheim,,,,Vestas V126-3.3MW (3×),,,52.3275,7.0978,,,,,,,,,
2443,Windpark Bentstreek,2003,24.6,12,Enercon E-66/18.70 (10×),Bentstreek,WTM,53.3883,7.8525,WP Bentstreek,,,,,,,,
2444,Windpark Bentstreek,2014,,,Vestas V112-3.3MW (2×),Zetel,FRI,53.3883,7.8525,,,,,,,,,
2445,Windpark Beppener Bruch,2003,50.3,26,GE Wind Energy 1.5sl (4×),Beppen,VER,52.9389,9.0289,WindStrom,,,,,,,,
2446,Windpark Beppener Bruch,2005–2006,,,AN Bonus 1300/62 (3×),,,52.9389,9.0289,,,,,,,,,
2447,Windpark Beppener Bruch,2012-2013,,,AN Bonus 2000/76 (2×),,,52.9389,9.0289,,,,,,,,,
2448,Windpark Beppener Bruch,,,,Enercon E-70 (9×),,,52.9389,9.0289,,,,,,,,,
2449,Windpark Beppener Bruch,,,,Enercon E-82 E2 (8×),,,52.9389,9.0289,,,,,,,,,
2450,Windpark Berge-Hekese,2017,9,3,Enercon E-115 (3×),Hekese,OS,52.6089,7.7914,Windpark Hekese GmbH,,,,,,,,
2451,Windpark Bergen-Bollersen,2001,3.3,5,NEG Micon NM52/900 (4×),Bollersen,CE,52.7842,9.9703,UMaAG,,,,,,,,
2452,Windpark Bergen-Bollersen,,,,NEG Micon NM48/750 (1×),,,52.7842,9.9703,,,,,,,,,
2453,Windpark Bergstrup,2001,3.9,3,Nordex N62/1300 (3×),Bergstrup,VEC,52.7597,8.2906,SeeBA,,,,,,,,
2454,Windpark Bernhorn,2016,22.4,7,GE Wind Energy 3.2-130 (7×),Bernhorn,VEC,52.4517,8.1028,Landwind Projekt GmbH & Co. KG,,,,,,,,
2455,Windpark Berxen-Uenzen,2004,1.5,3,Enercon E-40/5.40 (3×),Berxen,DH,52.8253,8.9397,,,,,,,,,
2456,Windpark Berxen-Uenzen,,,,,Uenzen,,52.8253,8.9397,,,,,,,,,
2457,Windpark Bevensen-Büren-Lutter,1999,16.2,25,Nordex N27/150 (1×),Bevensen,H,52.6072,9.4986,deag,,,,,,,,
2458,Windpark Bevensen-Büren-Lutter,2001,,,NEG Micon NM48/750 (1×),Büren,,52.6072,9.4986,,,,,,,,,
2459,Windpark Bevensen-Büren-Lutter,2003,,,Nordex N60/1300 (4×),Lutter,,52.6072,9.4986,,,,,,,,,
2460,Windpark Bevensen-Büren-Lutter,,,,Enercon E-40/5.40 (13×),,,52.6072,9.4986,,,,,,,,,
2461,Windpark Bevensen-Büren-Lutter,,,,Enercon E-40/6.44 (6×),,,52.6072,9.4986,,,,,,,,,
2462,Windpark Bexhövede,2001,7.8,6,Enercon E-40/6.44 (3×),Bexhövede,CUX,53.51,8.6714,,,,,,,,,
2463,Windpark Bexhövede,2006,,,Enercon E-70 (3×),,,53.51,8.6714,,,,,,,,,
2464,Windpark Bierbergen,1993,4.15,3,AN Bonus 44/600 (1×),Bierbergen,HI,52255,10.1061,Wind Power GmbH,2006 Repowering (1× REpower MD77 und 1× REpower MM82 statt 3× AN Bonus 30/150),,,,,,,
2465,Windpark Bierbergen,1996,,,REpower MD77 (1×),,,52255,10.1061,,,,,,,,,
2466,Windpark Bierbergen,2006,,,REpower MM82 (1×),,,52255,10.1061,,,,,,,,,
2467,Windpark Bimolten,2003,29.2,16,Enercon E-66/18.70 (14×),Bimolten,NOH,52.4969,7.0564,"Agro&WEA, WP Bimolten, Bürger-WP Bimolten",Repowering geplant,,,,,,,
2468,Windpark Bimolten,2006,,,Enercon E-82 (2×),,,52.4969,7.0564,,,,,,,,,
2469,Windpark Bippen,2004,70,24,AN Bonus 2300/82 (12×),Hartlage,OS,52.5708,7.6594,BKW Bippen Wind,drei räumlich getrennte Standorte,,,,,,,
2470,Windpark Bippen,2018,,,Senvion 3.2M122 (7×),Vechtel,,52.5428,7.6244,,,,,,,,,
2471,Windpark Bippen,2020-2021,,,Enercon E-126 EP3 4.0 (5×),Ohrtermersch,,52.6053,7.6536,,,,,,,,,
2472,Windpark Bischhausen,2000,13.85,7,AN Bonus 1300/62 (3×),Bischhausen,GÖ,51.4356,10.0947,Windkraft Diemarden,,,,,,,,
2473,Windpark Bischhausen,2001,,,Enercon E-53 (1×),Weißenborn,,51.4356,10.0947,,,,,,,,,
2474,Windpark Bischhausen,2002,,,Enercon E-101 (3×),,,51.4356,10.0947,,,,,,,,,
2475,Windpark Bischhausen,2011,,,,,,51.4356,10.0947,,,,,,,,,
2476,Windpark Bischhausen,2012–2013,,,,,,51.4356,10.0947,,,,,,,,,
2477,Windpark Bissel,2004,10.8,6,Enercon E-66/18.70 (6×),Bissel,OL,52.9686,8.1681,AOS,,,,,,,,
2478,Windpark Blender,2000,30.6,11,Gamesa G80-2MW (2×),Blender,VER,52.9058,9.1208,"deag, EBV, e3 GmbH, Windwärts","Repowering 2018-2019 (2× Enercon E-92, 4× Nordex N117/3000 und 3×Vestas V112-3.45MW statt 4× DeWind D4/48, 1× Vestas V47-660kW und 5× Gamesa G80-2MW)",,,,,,,
2479,Windpark Blender,2001,,,Enercon E-92 (2×),Holtum-Marsch,,52.9058,9.1208,,,,,,,,,
2480,Windpark Blender,2011–2012,,,Nordex N117/3000 (4×),,,52.9058,9.1208,,,,,,,,,
2481,Windpark Blender,2019,,,Vestas V112-3.3MW (3×),,,52.9058,9.1208,,,,,,,,,
2482,Windpark Böckelse,2015,9.05,3,Enercon E-92 (3×),Böckelse,GF,52.5089,10.2767,Windpark Hänigsen GmbH,,,,,,,,
2483,Windpark Bockenem,2000,15,5,Enercon E-115 (5×),Evensen,HI,52.0086,10.0183,EBV,2017 Repowering (5× Enercon E-115 statt 5× Enron Wind 1.5s),,,,,,,
2484,Windpark Bockenem,2017,,,,Klein Ilde,,52.0086,10.0183,,,,,,,,,
2485,Windpark Bodensee-Bilshausen,2003,31.9,12,Vestas V52-850kW (2×),Bodensee,GÖ,51.6128,10.1633,UKA,,,,,,,,
2486,Windpark Bodensee-Bilshausen,2006,,,Gamesa G58-850kW (2×),Bilshausen,,51.6128,10.1633,,,,,,,,,
2487,Windpark Bodensee-Bilshausen,2016,,,Vestas V126-3.45MW (2×),,,51.6128,10.1633,,,,,,,,,
2488,Windpark Bodensee-Bilshausen,2018,,,Vestas V136-3.6MW (6×),,,51.6128,10.1633,,,,,,,,,
2489,Windpark Bodensee-Bilshausen,2019,,,,,,51.6128,10.1633,,,,,,,,,
2490,Windpark Böhmerberg,2002,10.95,6,AN Bonus 1300/62 (3×),Kalefeld,NOM,51.8281,10.1178,,errichtet beiderseits der A 7,,,,,,,
2491,Windpark Böhmerberg,2018,,,Enercon E-92 (3×),,,51.8281,10.1178,,,,,,,,,
2492,Windpark Bohmte,2005,12,6,Enercon E-70 (6×),Bohmte,OS,52.3917,8.3372,WestWind Energy,,,,,,,,
2493,Windpark Boitze,2002,7.5,4,Fuhrländer FL MD77 (1×),Boitze,LG,53.1553,10.7517,Wiese Wind,,,,,,,,
2494,Windpark Boitze,2006,,,Vestas V80-2MW (3×),,,53.1553,10.7517,,,,,,,,,
2495,Windpark Boitzenhagen,2021,25.05,7,Vestas V126-3.45MW (1×),Boitzenhagen,GF,52.6247,10.8328,PNE,,,,,,,,
2496,Windpark Boitzenhagen,,,,Vestas V136-3.6MW (6×),,,52.6247,10.8328,,,,,,,,,
2497,Windpark Bokeloh-Altenhagen,1996,5,9,Enercon E-40/5.40 (4×),Bokeloh,H,52.4272,9.3719,,,,,,,,,
2498,Windpark Bokeloh-Altenhagen,2002,,,Enercon E-40/6.44 (5×),Altenhagen,SHG,52.4272,9.3719,,,,,,,,,
